high,low,open,close,volume,adjclose,Date,weekly_returns
33965.0,33965.0,33965.0,33965.0,0.0,33965.0,1999-02-10,-0.039668627007464374
34604.0,34604.0,34604.0,34604.0,0.0,34604.0,1999-02-11,-0.019438934542363277
34955.0,34955.0,34955.0,34955.0,0.0,34955.0,1999-02-12,-0.007636838519191461
35336.0,35336.0,35336.0,35336.0,0.0,35336.0,1999-02-15,0.021803250245792608
34833.0,34833.0,34833.0,34833.0,0.0,34833.0,1999-02-16,0.04134529147982063
34719.0,34719.0,34719.0,34719.0,0.0,34719.0,1999-02-17,0.022199322832327395
34982.0,34982.0,34982.0,34982.0,0.0,34982.0,1999-02-18,0.010923592648248758
35658.0,35658.0,35658.0,35658.0,0.0,35658.0,1999-02-19,0.020111572021170077
36822.0,36822.0,36822.0,36822.0,0.0,36822.0,1999-02-22,0.042053429929816616
36658.0,36658.0,36658.0,36658.0,0.0,36658.0,1999-02-23,0.05239284586455373
37320.0,37320.0,37320.0,37320.0,0.0,37320.0,1999-02-24,0.07491575218180248
36339.0,36339.0,36339.0,36339.0,0.0,36339.0,1999-02-25,0.03879137842318907
36339.0,36339.0,36339.0,36339.0,0.0,36339.0,1999-02-26,0.019098098603398957
36141.0,36141.0,36141.0,36141.0,0.0,36141.0,1999-03-01,-0.01849437836076259
36066.0,36066.0,36066.0,36066.0,0.0,36066.0,1999-03-02,-0.016149271646025424
35485.0,35485.0,35485.0,35485.0,0.0,35485.0,1999-03-03,-0.049169346195069664
36449.0,36449.0,36449.0,36449.0,0.0,36449.0,1999-03-04,0.0030270508269352485
37615.0,37615.0,37615.0,37615.0,0.0,37615.0,1999-03-05,0.03511378959244888
37024.0,37024.0,37024.0,37024.0,0.0,37024.0,1999-03-08,0.024432085443125535
37627.0,37627.0,37627.0,37627.0,0.0,37627.0,1999-03-09,0.04328176121554927
38198.0,38198.0,38198.0,38198.0,0.0,38198.0,1999-03-10,0.0764548400732704
38298.0,38298.0,38298.0,38298.0,0.0,38298.0,1999-03-11,0.050728415045680264
37757.0,37757.0,37757.0,37757.0,0.0,37757.0,1999-03-12,0.0037750897248438123
38242.0,38242.0,38242.0,38242.0,0.0,38242.0,1999-03-15,0.03289757994814175
37981.0,37981.0,37981.0,37981.0,0.0,37981.0,1999-03-16,0.009408137773407394
37905.0,37905.0,37905.0,37905.0,0.0,37905.0,1999-03-17,-0.007670558667993089
38240.0,38240.0,38240.0,38240.0,0.0,38240.0,1999-03-18,-0.0015144393963131234
38489.0,38489.0,38489.0,38489.0,0.0,38489.0,1999-03-19,0.01938713351166671
38054.0,38054.0,38054.0,38054.0,0.0,38054.0,1999-03-22,-0.004916060875477224
37408.0,37408.0,37408.0,37408.0,0.0,37408.0,1999-03-23,-0.015086490613727917
37076.0,37076.0,37076.0,37076.0,0.0,37076.0,1999-03-24,-0.02187046563777866
37683.0,37683.0,37683.0,37683.0,0.0,37683.0,1999-03-25,-0.014565899581589959
37349.0,37349.0,37349.0,37349.0,0.0,37349.0,1999-03-26,-0.029618852139572344
38054.0,38054.0,38054.0,38054.0,0.0,38054.0,1999-03-29,0.0
38191.0,38191.0,38191.0,38191.0,0.0,38191.0,1999-03-30,0.020931351582549187
38601.0,38601.0,38601.0,38601.0,0.0,38601.0,1999-03-31,0.04113172942064948
38130.0,38130.0,38130.0,38130.0,0.0,38130.0,1999-04-01,0.011862112889101186
38130.0,38130.0,38130.0,38130.0,0.0,38130.0,1999-04-02,0.020910867760850358
38130.0,38130.0,38130.0,38130.0,0.0,38130.0,1999-04-05,0.001997161927786829
38535.0,38535.0,38535.0,38535.0,0.0,38535.0,1999-04-06,0.009007357754444764
38447.0,38447.0,38447.0,38447.0,0.0,38447.0,1999-04-07,-0.003989533949897671
38594.0,38594.0,38594.0,38594.0,0.0,38594.0,1999-04-08,0.012168895882507212
38142.0,38142.0,38142.0,38142.0,0.0,38142.0,1999-04-09,0.0003147128245476003
38328.0,38328.0,38328.0,38328.0,0.0,38328.0,1999-04-12,0.005192761605035405
38642.0,38642.0,38642.0,38642.0,0.0,38642.0,1999-04-13,0.0027766965096665368
38398.0,38398.0,38398.0,38398.0,0.0,38398.0,1999-04-14,-0.0012744817541030509
38164.0,38164.0,38164.0,38164.0,0.0,38164.0,1999-04-15,-0.011141628232367726
38254.0,38254.0,38254.0,38254.0,0.0,38254.0,1999-04-16,0.002936395574432384
38471.0,38471.0,38471.0,38471.0,0.0,38471.0,1999-04-19,0.003730953871843039
38162.0,38162.0,38162.0,38162.0,0.0,38162.0,1999-04-20,-0.012421717302417059
38406.0,38406.0,38406.0,38406.0,0.0,38406.0,1999-04-21,0.00020834418459294755
38306.0,38306.0,38306.0,38306.0,0.0,38306.0,1999-04-22,0.003720783984907242
38310.0,38310.0,38310.0,38310.0,0.0,38310.0,1999-04-23,0.0014638992000836513
37949.0,37949.0,37949.0,37949.0,0.0,37949.0,1999-04-26,-0.013568662109121157
38750.0,38750.0,38750.0,38750.0,0.0,38750.0,1999-04-27,0.015407997484408574
38450.0,38450.0,38450.0,38450.0,0.0,38450.0,1999-04-28,0.0011456543248450763
38279.0,38279.0,38279.0,38279.0,0.0,38279.0,1999-04-29,-0.0007048504150785778
38679.0,38679.0,38679.0,38679.0,0.0,38679.0,1999-04-30,0.009631949882537197
38735.0,38735.0,38735.0,38735.0,0.0,38735.0,1999-05-03,0.020712008221560517
38696.0,38696.0,38696.0,38696.0,0.0,38696.0,1999-05-04,-0.0013935483870967742
38447.0,38447.0,38447.0,38447.0,0.0,38447.0,1999-05-05,-7.802340702210663e-05
38237.0,38237.0,38237.0,38237.0,0.0,38237.0,1999-05-06,-0.0010972073460644217
38049.0,38049.0,38049.0,38049.0,0.0,38049.0,1999-05-07,-0.016287908167222524
38018.0,38018.0,38018.0,38018.0,0.0,38018.0,1999-05-10,-0.018510391119142895
37637.0,37637.0,37637.0,37637.0,0.0,37637.0,1999-05-11,-0.027367169733305767
37234.0,37234.0,37234.0,37234.0,0.0,37234.0,1999-05-12,-0.031549925871979606
37549.0,37549.0,37549.0,37549.0,0.0,37549.0,1999-05-13,-0.01799304338729503
36727.0,36727.0,36727.0,36727.0,0.0,36727.0,1999-05-14,-0.0347446713448448
35929.0,35929.0,35929.0,35929.0,0.0,35929.0,1999-05-17,-0.054947656373296856
36541.0,36541.0,36541.0,36541.0,0.0,36541.0,1999-05-18,-0.029120280574966125
37432.0,37432.0,37432.0,37432.0,0.0,37432.0,1999-05-19,0.005317720363108986
37464.0,37464.0,37464.0,37464.0,0.0,37464.0,1999-05-20,-0.0022637087538949106
37737.0,37737.0,37737.0,37737.0,0.0,37737.0,1999-05-21,0.027500204209437197
37295.0,37295.0,37295.0,37295.0,0.0,37295.0,1999-05-24,0.038019427203651646
37234.0,37234.0,37234.0,37234.0,0.0,37234.0,1999-05-25,0.018964998221176213
37444.0,37444.0,37444.0,37444.0,0.0,37444.0,1999-05-26,0.0003205813207950417
36883.0,36883.0,36883.0,36883.0,0.0,36883.0,1999-05-27,-0.015508221225710016
36873.0,36873.0,36873.0,36873.0,0.0,36873.0,1999-05-28,-0.022895301693298356
37088.0,37088.0,37088.0,37088.0,0.0,37088.0,1999-05-31,-0.005550341868883229
36729.0,36729.0,36729.0,36729.0,0.0,36729.0,1999-06-01,-0.01356287264328302
36580.0,36580.0,36580.0,36580.0,0.0,36580.0,1999-06-02,-0.023074457857066553
37098.0,37098.0,37098.0,37098.0,0.0,37098.0,1999-06-03,0.005829243825068459
36973.0,36973.0,36973.0,36973.0,0.0,36973.0,1999-06-04,0.0027120114989287554
37122.0,37122.0,37122.0,37122.0,0.0,37122.0,1999-06-07,0.0009167385677308024
37251.0,37251.0,37251.0,37251.0,0.0,37251.0,1999-06-08,0.014212202891448174
37227.0,37227.0,37227.0,37227.0,0.0,37227.0,1999-06-09,0.01768726079825041
36871.0,36871.0,36871.0,36871.0,0.0,36871.0,1999-06-10,-0.006118928244110195
36878.0,36878.0,36878.0,36878.0,0.0,36878.0,1999-06-11,-0.0025694425661969547
36402.0,36402.0,36402.0,36402.0,0.0,36402.0,1999-06-14,-0.019395506707612736
36493.0,36493.0,36493.0,36493.0,0.0,36493.0,1999-06-15,-0.020348447021556467
36927.0,36927.0,36927.0,36927.0,0.0,36927.0,1999-06-16,-0.008058667096462245
36978.0,36978.0,36978.0,36978.0,0.0,36978.0,1999-06-17,0.0029020097095278133
37312.0,37312.0,37312.0,37312.0,0.0,37312.0,1999-06-18,0.011768534085362548
37330.0,37330.0,37330.0,37330.0,0.0,37330.0,1999-06-21,0.02549310477446294
37146.0,37146.0,37146.0,37146.0,0.0,37146.0,1999-06-22,0.017893842654755708
37168.0,37168.0,37168.0,37168.0,0.0,37168.0,1999-06-23,0.00652638990440599
37110.0,37110.0,37110.0,37110.0,0.0,37110.0,1999-06-24,0.003569690085997079
36754.0,36754.0,36754.0,36754.0,0.0,36754.0,1999-06-25,-0.014954974271012007
36751.0,36751.0,36751.0,36751.0,0.0,36751.0,1999-06-28,-0.015510313420841146
36827.0,36827.0,36827.0,36827.0,0.0,36827.0,1999-06-29,-0.008587734883971356
36717.0,36717.0,36717.0,36717.0,0.0,36717.0,1999-06-30,-0.012134093844167025
37103.0,37103.0,37103.0,37103.0,0.0,37103.0,1999-07-01,-0.00018862840204796551
37137.0,37137.0,37137.0,37137.0,0.0,37137.0,1999-07-02,0.010420634488763127
37830.0,37830.0,37830.0,37830.0,0.0,37830.0,1999-07-05,0.029359745313052705
38101.0,38101.0,38101.0,38101.0,0.0,38101.0,1999-07-06,0.03459418361528226
38084.0,38084.0,38084.0,38084.0,0.0,38084.0,1999-07-07,0.03723071057003568
38240.0,38240.0,38240.0,38240.0,0.0,38240.0,1999-07-08,0.030644422283912353
38318.0,38318.0,38318.0,38318.0,0.0,38318.0,1999-07-09,0.03180116864582492
38130.0,38130.0,38130.0,38130.0,0.0,38130.0,1999-07-12,0.007930214115781126
37500.0,37500.0,37500.0,37500.0,0.0,37500.0,1999-07-13,-0.01577386420303929
37666.0,37666.0,37666.0,37666.0,0.0,37666.0,1999-07-14,-0.010975737842663586
37859.0,37859.0,37859.0,37859.0,0.0,37859.0,1999-07-15,-0.009963389121338912
37635.0,37635.0,37635.0,37635.0,0.0,37635.0,1999-07-16,-0.017824521112792945
37444.0,37444.0,37444.0,37444.0,0.0,37444.0,1999-07-19,-0.017991083136637817
36668.0,36668.0,36668.0,36668.0,0.0,36668.0,1999-07-20,-0.022186666666666667
35873.0,35873.0,35873.0,35873.0,0.0,35873.0,1999-07-21,-0.04760261243561833
35729.0,35729.0,35729.0,35729.0,0.0,35729.0,1999-07-22,-0.05626139095063261
35216.0,35216.0,35216.0,35216.0,0.0,35216.0,1999-07-23,-0.06427527567423941
34475.0,34475.0,34475.0,34475.0,0.0,34475.0,1999-07-26,-0.0792917423352206
34579.0,34579.0,34579.0,34579.0,0.0,34579.0,1999-07-27,-0.05697065561252318
34209.0,34209.0,34209.0,34209.0,0.0,34209.0,1999-07-28,-0.046385861232681964
33281.0,33281.0,33281.0,33281.0,0.0,33281.0,1999-07-29,-0.06851577150214112
34040.0,34040.0,34040.0,34040.0,0.0,34040.0,1999-07-30,-0.03339391185824625
34404.0,34404.0,34404.0,34404.0,0.0,34404.0,1999-08-02,-0.0020594633792603337
34252.0,34252.0,34252.0,34252.0,0.0,34252.0,1999-08-03,-0.009456606610948841
34008.0,34008.0,34008.0,34008.0,0.0,34008.0,1999-08-04,-0.00587564675962466
33284.0,33284.0,33284.0,33284.0,0.0,33284.0,1999-08-05,9.014152218983804e-05
33045.0,33045.0,33045.0,33045.0,0.0,33045.0,1999-08-06,-0.029230317273795534
33584.0,33584.0,33584.0,33584.0,0.0,33584.0,1999-08-09,-0.023834437856063248
33074.0,33074.0,33074.0,33074.0,0.0,33074.0,1999-08-10,-0.03439215228307836
33228.0,33228.0,33228.0,33228.0,0.0,33228.0,1999-08-11,-0.022935779816513763
34096.0,34096.0,34096.0,34096.0,0.0,34096.0,1999-08-12,0.024396106237231104
34487.0,34487.0,34487.0,34487.0,0.0,34487.0,1999-08-13,0.04363746406415494
34562.0,34562.0,34562.0,34562.0,0.0,34562.0,1999-08-16,0.029121010004764174
35024.0,35024.0,35024.0,35024.0,0.0,35024.0,1999-08-17,0.05895869867569692
34714.0,34714.0,34714.0,34714.0,0.0,34714.0,1999-08-18,0.044721319369206695
34421.0,34421.0,34421.0,34421.0,0.0,34421.0,1999-08-19,0.009531909901454716
34770.0,34770.0,34770.0,34770.0,0.0,34770.0,1999-08-20,0.008205990663148434
35333.0,35333.0,35333.0,35333.0,0.0,35333.0,1999-08-23,0.022307736820785833
35619.0,35619.0,35619.0,35619.0,0.0,35619.0,1999-08-24,0.016988350845134764
36048.0,36048.0,36048.0,36048.0,0.0,36048.0,1999-08-25,0.038428299821397706
36239.0,36239.0,36239.0,36239.0,0.0,36239.0,1999-08-26,0.05281659452078673
36192.0,36192.0,36192.0,36192.0,0.0,36192.0,1999-08-27,0.04089732528041415
36002.0,36002.0,36002.0,36002.0,0.0,36002.0,1999-08-30,0.018934140888121585
35199.0,35199.0,35199.0,35199.0,0.0,35199.0,1999-08-31,-0.011791459614250821
35470.0,35470.0,35470.0,35470.0,0.0,35470.0,1999-09-01,-0.016034176653351086
34789.0,34789.0,34789.0,34789.0,0.0,34789.0,1999-09-02,-0.040012141615386736
35617.0,35617.0,35617.0,35617.0,0.0,35617.0,1999-09-03,-0.015887488947833775
35856.0,35856.0,35856.0,35856.0,0.0,35856.0,1999-09-06,-0.0040553302594300315
35538.0,35538.0,35538.0,35538.0,0.0,35538.0,1999-09-07,0.009630955424870025
35763.0,35763.0,35763.0,35763.0,0.0,35763.0,1999-09-08,0.008260501832534536
35821.0,35821.0,35821.0,35821.0,0.0,35821.0,1999-09-09,0.02966454913909569
36124.0,36124.0,36124.0,36124.0,0.0,36124.0,1999-09-10,0.014234775528539743
35926.0,35926.0,35926.0,35926.0,0.0,35926.0,1999-09-13,0.0019522534582775547
35680.0,35680.0,35680.0,35680.0,0.0,35680.0,1999-09-14,0.003995722888176037
35751.0,35751.0,35751.0,35751.0,0.0,35751.0,1999-09-15,-0.0003355423202751447
35751.0,35751.0,35751.0,35751.0,0.0,35751.0,1999-09-16,-0.001954160967030513
35843.0,35843.0,35843.0,35843.0,0.0,35843.0,1999-09-17,-0.00777876204185583
35924.0,35924.0,35924.0,35924.0,0.0,35924.0,1999-09-20,-5.566998830930246e-05
35814.0,35814.0,35814.0,35814.0,0.0,35814.0,1999-09-21,0.003755605381165919
35831.0,35831.0,35831.0,35831.0,0.0,35831.0,1999-09-22,0.0022376996447651815
36097.0,36097.0,36097.0,36097.0,0.0,36097.0,1999-09-23,0.00967805096360941
36000.0,36000.0,36000.0,36000.0,0.0,36000.0,1999-09-24,0.004380213709789917
36014.0,36014.0,36014.0,36014.0,0.0,36014.0,1999-09-27,0.002505288943324797
35836.0,35836.0,35836.0,35836.0,0.0,35836.0,1999-09-28,0.0006142849165130954
35351.0,35351.0,35351.0,35351.0,0.0,35351.0,1999-09-29,-0.013396221149284139
35270.0,35270.0,35270.0,35270.0,0.0,35270.0,1999-09-30,-0.02291049117655207
35255.0,35255.0,35255.0,35255.0,0.0,35255.0,1999-10-01,-0.020694444444444446
35480.0,35480.0,35480.0,35480.0,0.0,35480.0,1999-10-04,-0.014827567057255511
35421.0,35421.0,35421.0,35421.0,0.0,35421.0,1999-10-05,-0.01158053354168992
35514.0,35514.0,35514.0,35514.0,0.0,35514.0,1999-10-06,0.00461090209612175
35541.0,35541.0,35541.0,35541.0,0.0,35541.0,1999-10-07,0.007683583782251205
35338.0,35338.0,35338.0,35338.0,0.0,35338.0,1999-10-08,0.002354275989221387
35194.0,35194.0,35194.0,35194.0,0.0,35194.0,1999-10-11,-0.008060879368658399
34548.0,34548.0,34548.0,34548.0,0.0,34548.0,1999-10-12,-0.02464639620564072
34216.0,34216.0,34216.0,34216.0,0.0,34216.0,1999-10-13,-0.03654896660471926
34011.0,34011.0,34011.0,34011.0,0.0,34011.0,1999-10-14,-0.04304887313243859
33362.0,33362.0,33362.0,33362.0,0.0,33362.0,1999-10-15,-0.055917143018846566
32874.0,32874.0,32874.0,32874.0,0.0,32874.0,1999-10-18,-0.0659203273285219
33503.0,33503.0,33503.0,33503.0,0.0,33503.0,1999-10-19,-0.030247771216857705
33333.0,33333.0,33333.0,33333.0,0.0,33333.0,1999-10-20,-0.025806640168342297
33203.0,33203.0,33203.0,33203.0,0.0,33203.0,1999-10-21,-0.02375701978771574
33779.0,33779.0,33779.0,33779.0,0.0,33779.0,1999-10-22,0.012499250644445776
33335.0,33335.0,33335.0,33335.0,0.0,33335.0,1999-10-25,0.014023240250654012
33415.0,33415.0,33415.0,33415.0,0.0,33415.0,1999-10-26,-0.0026266304510043875
33396.0,33396.0,33396.0,33396.0,0.0,33396.0,1999-10-27,0.001890018900189002
34084.0,34084.0,34084.0,34084.0,0.0,34084.0,1999-10-28,0.026533746950576757
34228.0,34228.0,34228.0,34228.0,0.0,34228.0,1999-10-29,0.013292282187157702
34228.0,34228.0,34228.0,34228.0,0.0,34228.0,1999-11-01,0.026788660566971653
34060.0,34060.0,34060.0,34060.0,0.0,34060.0,1999-11-02,0.019302708364506958
34074.0,34074.0,34074.0,34074.0,0.0,34074.0,1999-11-03,0.02030183255479698
34514.0,34514.0,34514.0,34514.0,0.0,34514.0,1999-11-04,0.012615890153737824
34333.0,34333.0,34333.0,34333.0,0.0,34333.0,1999-11-05,0.003067663900899848
34272.0,34272.0,34272.0,34272.0,0.0,34272.0,1999-11-08,0.0012854972537104125
34655.0,34655.0,34655.0,34655.0,0.0,34655.0,1999-11-09,0.01746917204932472
34841.0,34841.0,34841.0,34841.0,0.0,34841.0,1999-11-10,0.02250983154311205
35075.0,35075.0,35075.0,35075.0,0.0,35075.0,1999-11-11,0.01625427362809295
34853.0,34853.0,34853.0,34853.0,0.0,34853.0,1999-11-12,0.015145778114350625
35148.0,35148.0,35148.0,35148.0,0.0,35148.0,1999-11-15,0.025560224089635854
35304.0,35304.0,35304.0,35304.0,0.0,35304.0,1999-11-16,0.018727456355504258
35031.0,35031.0,35031.0,35031.0,0.0,35031.0,1999-11-17,0.005453345196750954
35431.0,35431.0,35431.0,35431.0,0.0,35431.0,1999-11-18,0.01014967925873129
35575.0,35575.0,35575.0,35575.0,0.0,35575.0,1999-11-19,0.020715576851347086
35419.0,35419.0,35419.0,35419.0,0.0,35419.0,1999-11-22,0.00771025378399909
35382.0,35382.0,35382.0,35382.0,0.0,35382.0,1999-11-23,0.0022093813732154996
35646.0,35646.0,35646.0,35646.0,0.0,35646.0,1999-11-24,0.017555879078530446
36207.0,36207.0,36207.0,36207.0,0.0,36207.0,1999-11-25,0.02190172447856397
36190.0,36190.0,36190.0,36190.0,0.0,36190.0,1999-11-26,0.017287420941672522
36595.0,36595.0,36595.0,36595.0,0.0,36595.0,1999-11-29,0.033202518422315704
36334.0,36334.0,36334.0,36334.0,0.0,36334.0,1999-11-30,0.02690633655531061
36834.0,36834.0,36834.0,36834.0,0.0,36834.0,1999-12-01,0.03332772260562195
36773.0,36773.0,36773.0,36773.0,0.0,36773.0,1999-12-02,0.015632336288562986
37403.0,37403.0,37403.0,37403.0,0.0,37403.0,1999-12-03,0.03351754628350373
37600.0,37600.0,37600.0,37600.0,0.0,37600.0,1999-12-06,0.027462768137723734
37940.0,37940.0,37940.0,37940.0,0.0,37940.0,1999-12-07,0.044201023834425056
38579.0,38579.0,38579.0,38579.0,0.0,38579.0,1999-12-08,0.04737470815007873
38550.0,38550.0,38550.0,38550.0,0.0,38550.0,1999-12-09,0.04832349821880184
38432.0,38432.0,38432.0,38432.0,0.0,38432.0,1999-12-10,0.027511162206240142
39164.0,39164.0,39164.0,39164.0,0.0,39164.0,1999-12-13,0.04159574468085107
39531.0,39531.0,39531.0,39531.0,0.0,39531.0,1999-12-14,0.041934633632050605
39055.0,39055.0,39055.0,39055.0,0.0,39055.0,1999-12-15,0.01233831877446279
39452.0,39452.0,39452.0,39452.0,0.0,39452.0,1999-12-16,0.023398184176394294
39738.0,39738.0,39738.0,39738.0,0.0,39738.0,1999-12-17,0.03398209825145712
40446.0,40446.0,40446.0,40446.0,0.0,40446.0,1999-12-20,0.03273414360126647
39613.0,39613.0,39613.0,39613.0,0.0,39613.0,1999-12-21,0.0020743214186334773
40592.0,40592.0,40592.0,40592.0,0.0,40592.0,1999-12-22,0.03935475611317373
41297.0,41297.0,41297.0,41297.0,0.0,41297.0,1999-12-23,0.04676568995234716
41297.0,41297.0,41297.0,41297.0,0.0,41297.0,1999-12-24,0.03923196939956716
41817.0,41817.0,41817.0,41817.0,0.0,41817.0,1999-12-27,0.033897047915739505
42351.0,42351.0,42351.0,42351.0,0.0,42351.0,1999-12-28,0.06911872365132658
42473.0,42473.0,42473.0,42473.0,0.0,42473.0,1999-12-29,0.046339180134016555
42605.0,42605.0,42605.0,42605.0,0.0,42605.0,1999-12-30,0.03167300288156525
42605.0,42605.0,42605.0,42605.0,0.0,42605.0,1999-12-31,0.03167300288156525
41226.0,41226.0,41226.0,41226.0,0.0,41226.0,2000-01-03,-0.014133008106750843
40314.0,40314.0,40314.0,40314.0,0.0,40314.0,2000-01-04,-0.048098037826733726
39452.0,39452.0,39452.0,39452.0,0.0,39452.0,2000-01-05,-0.07112753984884515
38835.0,38835.0,38835.0,38835.0,0.0,38835.0,2000-01-06,-0.08848726675272856
40194.0,40194.0,40194.0,40194.0,0.0,40194.0,2000-01-07,-0.056589602159370964
39711.0,39711.0,39711.0,39711.0,0.0,39711.0,2000-01-10,-0.03674865376218891
39870.0,39870.0,39870.0,39870.0,0.0,39870.0,2000-01-11,-0.011013543682095549
40289.0,40289.0,40289.0,40289.0,0.0,40289.0,2000-01-12,0.02121565446618676
40499.0,40499.0,40499.0,40499.0,0.0,40499.0,2000-01-13,0.04284794644006695
41588.0,41588.0,41588.0,41588.0,0.0,41588.0,2000-01-14,0.03468179330248296
41546.0,41546.0,41546.0,41546.0,0.0,41546.0,2000-01-17,0.046208859006320664
41109.0,41109.0,41109.0,41109.0,0.0,41109.0,2000-01-18,0.031075996990218208
41436.0,41436.0,41436.0,41436.0,0.0,41436.0,2000-01-19,0.028469309240735683
41690.0,41690.0,41690.0,41690.0,0.0,41690.0,2000-01-20,0.029408133534161336
41702.0,41702.0,41702.0,41702.0,0.0,41702.0,2000-01-21,0.002741175339040108
42012.0,42012.0,42012.0,42012.0,0.0,42012.0,2000-01-24,0.01121648293457854
41165.0,41165.0,41165.0,41165.0,0.0,41165.0,2000-01-25,0.0013622321146221023
41361.0,41361.0,41361.0,41361.0,0.0,41361.0,2000-01-26,-0.001810020272227049
41939.0,41939.0,41939.0,41939.0,0.0,41939.0,2000-01-27,0.005972655313024706
41854.0,41854.0,41854.0,41854.0,0.0,41854.0,2000-01-28,0.003644909117068726
41463.0,41463.0,41463.0,41463.0,0.0,41463.0,2000-01-31,-0.013067694944301628
42403.0,42403.0,42403.0,42403.0,0.0,42403.0,2000-02-01,0.0300740920685048
42993.0,42993.0,42993.0,42993.0,0.0,42993.0,2000-02-02,0.03945745992601726
43889.0,43889.0,43889.0,43889.0,0.0,43889.0,2000-02-03,0.046496101480722
44091.0,44091.0,44091.0,44091.0,0.0,44091.0,2000-02-04,0.05344769914464567
43730.0,43730.0,43730.0,43730.0,0.0,43730.0,2000-02-07,0.05467525263487929
45150.0,45150.0,45150.0,45150.0,0.0,45150.0,2000-02-08,0.06478315213546211
45101.0,45101.0,45101.0,45101.0,0.0,45101.0,2000-02-09,0.049031237643337285
45785.0,45785.0,45785.0,45785.0,0.0,45785.0,2000-02-10,0.04319989063318827
46878.0,46878.0,46878.0,46878.0,0.0,46878.0,2000-02-11,0.06321017894808464
47395.0,47395.0,47395.0,47395.0,0.0,47395.0,2000-02-14,0.08380974159615824
45726.0,45726.0,45726.0,45726.0,0.0,45726.0,2000-02-15,0.012757475083056479
46446.0,46446.0,46446.0,46446.0,0.0,46446.0,2000-02-16,0.029821955167291192
46807.0,46807.0,46807.0,46807.0,0.0,46807.0,2000-02-17,0.022321721087692474
46602.0,46602.0,46602.0,46602.0,0.0,46602.0,2000-02-18,-0.005887623192115704
46014.0,46014.0,46014.0,46014.0,0.0,46014.0,2000-02-21,-0.029138094735731618
46034.0,46034.0,46034.0,46034.0,0.0,46034.0,2000-02-22,0.006735773957923282
47134.0,47134.0,47134.0,47134.0,0.0,47134.0,2000-02-23,0.01481290100331568
46907.0,46907.0,46907.0,46907.0,0.0,46907.0,2000-02-24,0.0021364325848697843
48235.0,48235.0,48235.0,48235.0,0.0,48235.0,2000-02-25,0.03504141453156517
47747.0,47747.0,47747.0,47747.0,0.0,47747.0,2000-02-28,0.03766245055852566
48479.0,48479.0,48479.0,48479.0,0.0,48479.0,2000-02-29,0.053112916539948735
48676.0,48676.0,48676.0,48676.0,0.0,48676.0,2000-03-01,0.03271523740824034
49464.0,49464.0,49464.0,49464.0,0.0,49464.0,2000-03-02,0.05451211972626687
49169.0,49169.0,49169.0,49169.0,0.0,49169.0,2000-03-03,0.01936353270446771
50109.0,50109.0,50109.0,50109.0,0.0,50109.0,2000-03-06,0.049469076591199444
48925.0,48925.0,48925.0,48925.0,0.0,48925.0,2000-03-07,0.009199859733080303
48810.0,48810.0,48810.0,48810.0,0.0,48810.0,2000-03-08,0.0027528967047415562
49233.0,49233.0,49233.0,49233.0,0.0,49233.0,2000-03-09,-0.004670063076176613
49355.0,49355.0,49355.0,49355.0,0.0,49355.0,2000-03-10,0.00378287132136102
48208.0,48208.0,48208.0,48208.0,0.0,48208.0,2000-03-13,-0.037937296693208805
